shipment_ref,origin_port,destination_port,distance_km,transit_time_days,container_type,cargo_type,weight_kg,volume_cbm,carrier_tier,departure_month,seasonality_index,brent_fuel_index,market_demand_factor,actual_freight_price_usd
SHP-11506,Tokyo,Los Angeles,8851.0,10,40ft_HighCube,Automotive,15355.8,72.8,Tier_3_Spot,1,0.9,83.2,1.35,6758.81
SHP-11507,Nhava Sheva,New York,14231.6,27,20ft_Standard,Electronics,4697.7,32.0,Tier_1_Alliance,1,0.9,75.8,1.14,4754.8
SHP-11508,Chennai,Colombo,711.9,5,20ft_Standard,Hazardous_Chemicals,13635.4,25.1,Tier_1_Alliance,4,1.05,75.0,0.97,3603.81
SHP-11509,Santos,Rotterdam,10283.6,17,20ft_Standard,Perishable_Reefer,16117.5,17.3,Tier_1_Alliance,12,1.05,106.5,1.35,7546.83
SHP-11510,Tokyo,Los Angeles,8747.7,13,20ft_Standard,Textiles,18751.3,25.4,Tier_3_Spot,12,1.05,99.9,0.98,3441.27
SHP-11511,Tokyo,Los Angeles,8747.6,13,40ft_Standard,Automotive,14991.9,61.4,Tier_3_Spot,5,1.05,84.4,1.1,5721.09
SHP-11512,Singapore,Fremantle,3882.3,11,40ft_HighCube,Hazardous_Chemicals,21094.9,72.6,Tier_1_Alliance,12,1.05,87.1,1.23,10294.43
SHP-11513,Chennai,Colombo,550.3,2,LCL_Consolidated,Automotive,3860.5,10.3,Tier_1_Alliance,10,1.25,78.6,1.23,1851.37
SHP-11514,Nhava Sheva,New York,14293.4,26,40ft_Standard,Textiles,12155.4,43.0,Tier_1_Alliance,1,0.9,98.3,1.25,6509.05
SHP-11515,Shanghai,Los Angeles,10593.0,15,20ft_Standard,Automotive,14733.4,27.9,Tier_1_Alliance,12,1.05,72.5,0.94,4110.74
SHP-11516,Nhava Sheva,Dubai,2089.4,5,20ft_Standard,Hazardous_Chemicals,20590.5,21.8,Tier_2_Regional,9,1.25,96.5,1.12,5617.25
SHP-11517,Nhava Sheva,Dubai,2171.6,5,40ft_Standard,Perishable_Reefer,11384.0,56.3,Tier_2_Regional,11,1.05,80.7,1.14,6146.76
SHP-11518,Singapore,Dubai,5887.5,11,20ft_Standard,Perishable_Reefer,5854.9,29.1,Tier_2_Regional,1,0.9,98.9,1.16,3932.14
SHP-11519,Nhava Sheva,Dubai,2082.7,6,40ft_Standard,Hazardous_Chemicals,11187.1,59.6,Tier_2_Regional,8,1.25,100.3,1.17,8545.9
SHP-11520,Singapore,Fremantle,3890.9,9,40ft_Standard,Perishable_Reefer,20391.8,43.8,Tier_1_Alliance,8,1.25,106.7,1.03,8279.46
SHP-11521,Chennai,Colombo,594.1,3,20ft_Standard,Electronics,11746.2,18.9,Tier_3_Spot,9,1.25,90.3,1.38,4033.78
SHP-11522,Nhava Sheva,New York,14153.5,27,40ft_HighCube,Textiles,14892.6,65.4,Tier_1_Alliance,5,1.05,98.9,0.89,6261.85
SHP-11523,Singapore,Fremantle,3991.4,7,40ft_Standard,Hazardous_Chemicals,22574.8,59.2,Tier_2_Regional,11,1.05,105.5,1.34,9428.32
SHP-11524,Singapore,Fremantle,3959.8,11,40ft_Standard,Textiles,25594.1,35.1,Tier_2_Regional,1,0.9,83.8,1.25,4729.09
SHP-11525,Tokyo,Los Angeles,8783.9,12,20ft_Standard,Perishable_Reefer,6372.7,28.2,Tier_1_Alliance,12,1.05,99.5,1.02,5100.87
SHP-11526,Singapore,Dubai,5917.2,12,40ft_HighCube,General_Dry,18493.4,51.1,Tier_2_Regional,4,1.05,83.7,1.34,6763.05
SHP-11527,Shanghai,Rotterdam,19494.3,28,40ft_HighCube,Perishable_Reefer,17754.8,62.4,Tier_1_Alliance,12,1.05,74.7,1.19,12046.72
SHP-11528,Shanghai,Los Angeles,10446.3,13,40ft_Standard,Perishable_Reefer,17629.7,58.6,Tier_2_Regional,2,0.9,96.5,1.41,8794.31
SHP-11529,Chennai,Colombo,693.7,3,40ft_Standard,Electronics,9743.4,43.2,Tier_2_Regional,10,1.25,86.7,1.42,6838.94
SHP-11530,Santos,Rotterdam,10217.7,20,40ft_Standard,General_Dry,24624.2,54.6,Tier_2_Regional,2,0.9,101.0,1.31,6284.73
SHP-11531,Tokyo,Los Angeles,8849.3,11,20ft_Standard,Perishable_Reefer,7987.5,18.0,Tier_3_Spot,12,1.05,98.2,1.38,5508.89
SHP-11532,Chennai,Colombo,713.4,3,LCL_Consolidated,Hazardous_Chemicals,899.2,9.0,Tier_1_Alliance,10,1.25,82.0,1.11,2146.05
SHP-11533,Shanghai,Rotterdam,19586.9,30,40ft_Standard,General_Dry,9755.2,55.1,Tier_3_Spot,1,0.9,96.0,0.98,4865.35
SHP-11534,Shanghai,Los Angeles,10446.8,13,40ft_Standard,Electronics,11557.6,44.4,Tier_1_Alliance,1,0.9,95.8,1.0,5319.16
SHP-11535,Shanghai,Los Angeles,10406.3,14,40ft_HighCube,Textiles,25025.4,58.4,Tier_2_Regional,12,1.05,74.3,1.37,8069.99
SHP-11536,Chennai,Colombo,625.6,3,40ft_HighCube,General_Dry,13151.7,71.1,Tier_3_Spot,7,1.05,75.9,1.29,5401.3
SHP-11537,Nhava Sheva,Dubai,2014.6,7,20ft_Standard,Perishable_Reefer,15594.4,18.0,Tier_1_Alliance,12,1.05,90.7,1.18,4469.34
SHP-11538,Santos,Rotterdam,10206.2,21,40ft_HighCube,Perishable_Reefer,24918.0,63.4,Tier_1_Alliance,11,1.05,92.4,1.39,12457.3
SHP-11539,Hamburg,Singapore,15734.4,26,40ft_HighCube,Hazardous_Chemicals,20913.1,73.7,Tier_2_Regional,1,0.9,79.1,1.04,8481.88
SHP-11540,Tokyo,Los Angeles,8793.0,10,20ft_Standard,Textiles,19215.0,19.1,Tier_1_Alliance,12,1.05,91.2,1.34,5349.68
SHP-11541,Tokyo,Los Angeles,8795.9,14,40ft_Standard,General_Dry,11236.3,63.0,Tier_3_Spot,3,1.05,80.7,0.91,4276.54
SHP-11542,Singapore,Fremantle,3908.7,7,40ft_Standard,Automotive,9504.2,51.8,Tier_3_Spot,2,0.9,81.3,1.06,3869.15
SHP-11543,Shanghai,Los Angeles,10565.6,13,LCL_Consolidated,Perishable_Reefer,1128.7,11.5,Tier_1_Alliance,12,1.05,94.9,1.16,4109.47
SHP-11544,Singapore,Fremantle,3888.5,10,20ft_Standard,Textiles,11296.2,27.3,Tier_2_Regional,6,1.05,73.1,1.29,3464.88
SHP-11545,Chennai,Rotterdam,11555.1,21,20ft_Standard,General_Dry,5968.6,28.4,Tier_2_Regional,11,1.05,93.1,0.92,3336.68
SHP-11546,Nhava Sheva,Dubai,2096.2,4,LCL_Consolidated,Automotive,2171.9,11.4,Tier_3_Spot,12,1.05,106.9,0.89,1323.8
SHP-11547,Shanghai,Los Angeles,10597.7,15,LCL_Consolidated,Textiles,4076.1,8.0,Tier_1_Alliance,5,1.05,99.1,1.02,2852.92
SHP-11548,Nhava Sheva,New York,14209.2,26,LCL_Consolidated,Hazardous_Chemicals,2850.0,11.2,Tier_2_Regional,3,1.05,78.3,1.29,5187.56
SHP-11549,Tokyo,Los Angeles,8824.3,10,40ft_HighCube,Perishable_Reefer,10726.9,58.5,Tier_2_Regional,1,0.9,73.6,0.91,5437.7
SHP-11550,Santos,Rotterdam,10152.3,18,LCL_Consolidated,Hazardous_Chemicals,2036.7,6.3,Tier_3_Spot,9,1.25,81.9,0.96,3364.83
SHP-11551,Hamburg,Singapore,15812.6,24,LCL_Consolidated,Electronics,2802.6,13.9,Tier_2_Regional,6,1.05,95.8,1.08,3907.81
SHP-11552,Shanghai,Los Angeles,10557.0,16,20ft_Standard,Automotive,3708.8,23.5,Tier_3_Spot,7,1.05,79.5,1.1,3583.5
SHP-11553,Singapore,Fremantle,3911.7,11,40ft_HighCube,General_Dry,24015.0,74.5,Tier_3_Spot,9,1.25,78.7,0.91,5379.17
SHP-11554,Singapore,Dubai,5960.4,9,LCL_Consolidated,Hazardous_Chemicals,1059.2,8.7,Tier_3_Spot,9,1.25,98.6,1.02,2968.8
SHP-11555,Busan,Long Beach,9351.7,13,LCL_Consolidated,Perishable_Reefer,2820.5,6.5,Tier_1_Alliance,4,1.05,91.0,0.91,2965.89
SHP-11556,Singapore,Dubai,5848.4,9,40ft_Standard,Textiles,19143.3,44.4,Tier_2_Regional,3,1.05,90.8,1.23,5784.23
SHP-11557,Santos,Rotterdam,10246.1,20,40ft_HighCube,Electronics,14368.9,58.0,Tier_1_Alliance,12,1.05,76.7,1.27,8714.66
SHP-11558,Tokyo,Los Angeles,8786.2,10,40ft_HighCube,Hazardous_Chemicals,18315.4,46.3,Tier_1_Alliance,7,1.05,82.5,1.41,11855.13
SHP-11559,Hamburg,Singapore,15731.3,25,40ft_HighCube,General_Dry,17259.0,52.1,Tier_1_Alliance,11,1.05,85.3,1.17,7961.35
SHP-11560,Shanghai,Los Angeles,10458.8,13,20ft_Standard,Perishable_Reefer,8539.1,29.3,Tier_2_Regional,5,1.05,90.5,1.4,6717.99
SHP-11561,Tokyo,Los Angeles,8801.0,10,40ft_Standard,Textiles,14630.7,52.8,Tier_1_Alliance,9,1.25,90.7,1.33,8746.99
SHP-11562,Singapore,Dubai,5866.3,10,LCL_Consolidated,Automotive,776.9,10.3,Tier_3_Spot,1,0.9,82.4,1.23,1707.13
SHP-11563,Singapore,Dubai,5847.8,10,40ft_Standard,Hazardous_Chemicals,22913.5,43.2,Tier_1_Alliance,6,1.05,103.8,0.95,7333.86
SHP-11564,Busan,Long Beach,9344.4,13,20ft_Standard,General_Dry,15803.5,23.2,Tier_1_Alliance,8,1.25,98.0,1.31,6275.58
SHP-11565,Tokyo,Los Angeles,8709.7,11,40ft_Standard,Automotive,19355.7,41.3,Tier_1_Alliance,4,1.05,76.8,1.23,7082.65
SHP-11566,Nhava Sheva,Dubai,2007.8,7,20ft_Standard,Textiles,20211.8,31.5,Tier_1_Alliance,10,1.25,99.4,1.15,4699.39
SHP-11567,Shanghai,Rotterdam,19598.3,27,LCL_Consolidated,Automotive,4005.1,10.6,Tier_2_Regional,9,1.25,104.1,0.89,4308.71
SHP-11568,Shanghai,Los Angeles,10441.7,13,20ft_Standard,Automotive,9022.6,22.5,Tier_1_Alliance,9,1.25,76.6,1.2,5684.42
SHP-11569,Chennai,Rotterdam,11448.9,24,40ft_HighCube,Perishable_Reefer,22651.1,53.2,Tier_3_Spot,5,1.05,101.6,1.2,9119.24
SHP-11570,Busan,Long Beach,9481.6,12,40ft_Standard,Perishable_Reefer,18975.4,46.1,Tier_2_Regional,1,0.9,74.7,1.21,6909.62
SHP-11571,Nhava Sheva,New York,14274.2,29,40ft_HighCube,General_Dry,15260.4,52.2,Tier_3_Spot,9,1.25,89.2,1.33,8813.6
SHP-11572,Singapore,Fremantle,3827.9,10,40ft_Standard,Electronics,10838.2,41.9,Tier_3_Spot,10,1.25,90.2,0.92,4715.22
SHP-11573,Chennai,Colombo,605.0,4,LCL_Consolidated,General_Dry,1648.2,2.4,Tier_1_Alliance,12,1.05,102.9,1.04,1181.78
SHP-11574,Tokyo,Los Angeles,8807.2,10,40ft_HighCube,Textiles,24004.3,55.5,Tier_1_Alliance,8,1.25,105.7,1.11,8654.99
SHP-11575,Busan,Long Beach,9309.3,12,20ft_Standard,Textiles,10677.3,30.2,Tier_1_Alliance,1,0.9,106.0,1.35,4737.95
SHP-11576,Chennai,Rotterdam,11504.1,22,40ft_HighCube,Perishable_Reefer,25921.7,47.7,Tier_2_Regional,1,0.9,85.9,1.25,8459.0
SHP-11577,Nhava Sheva,New York,14164.1,26,20ft_Standard,Electronics,7572.5,21.1,Tier_1_Alliance,1,0.9,101.4,1.15,4952.57
SHP-11578,Shanghai,Los Angeles,10487.2,13,LCL_Consolidated,Textiles,2410.1,8.7,Tier_2_Regional,3,1.05,94.4,1.41,3381.8
SHP-11579,Singapore,Dubai,5858.1,9,20ft_Standard,Electronics,19134.5,15.1,Tier_2_Regional,9,1.25,107.5,1.3,5756.24
SHP-11580,Shanghai,Rotterdam,19459.7,30,40ft_Standard,Perishable_Reefer,11815.3,55.6,Tier_1_Alliance,10,1.25,98.1,0.91,10107.72
SHP-11581,Santos,Rotterdam,10174.1,17,20ft_Standard,Automotive,20877.4,25.5,Tier_2_Regional,2,0.9,100.9,1.03,3921.45
SHP-11582,Shanghai,Los Angeles,10587.0,16,40ft_HighCube,Automotive,17251.4,63.5,Tier_1_Alliance,10,1.25,94.5,1.22,10237.66
SHP-11583,Singapore,Fremantle,3914.5,10,40ft_HighCube,Automotive,20883.9,63.6,Tier_3_Spot,12,1.05,96.3,1.29,6882.87
SHP-11584,Chennai,Colombo,567.9,6,40ft_HighCube,Electronics,24103.6,63.0,Tier_3_Spot,11,1.05,106.3,1.01,5408.94
SHP-11585,Shanghai,Rotterdam,19513.1,29,20ft_Standard,Automotive,13250.7,29.3,Tier_2_Regional,4,1.05,106.3,1.36,7482.73
SHP-11586,Nhava Sheva,New York,14137.0,26,40ft_HighCube,Electronics,17275.8,62.4,Tier_2_Regional,1,0.9,86.7,1.26,7695.78
SHP-11587,Tokyo,Los Angeles,8794.6,13,20ft_Standard,Perishable_Reefer,20502.2,15.5,Tier_2_Regional,8,1.25,78.3,1.0,5479.5
SHP-11588,Tokyo,Los Angeles,8888.6,11,40ft_Standard,Hazardous_Chemicals,19925.8,64.1,Tier_3_Spot,11,1.05,80.8,1.39,9909.38
SHP-11589,Shanghai,Los Angeles,10531.5,17,20ft_Standard,Hazardous_Chemicals,19150.5,32.3,Tier_1_Alliance,11,1.05,76.2,0.96,5951.44
SHP-11590,Busan,Long Beach,9413.3,15,40ft_HighCube,General_Dry,24482.5,69.3,Tier_3_Spot,7,1.05,93.3,1.07,6031.55
SHP-11591,Santos,Rotterdam,10129.3,19,20ft_Standard,Automotive,13312.4,21.2,Tier_2_Regional,11,1.05,74.6,1.33,4839.82
SHP-11592,Chennai,Rotterdam,11512.4,24,20ft_Standard,Textiles,18881.2,28.8,Tier_3_Spot,9,1.25,83.3,1.06,4836.15
SHP-11593,Nhava Sheva,New York,14150.4,26,40ft_HighCube,Perishable_Reefer,12681.1,63.2,Tier_3_Spot,5,1.05,102.6,1.03,8109.25
SHP-11594,Chennai,Rotterdam,11570.9,22,LCL_Consolidated,Electronics,529.3,12.2,Tier_1_Alliance,7,1.05,93.6,1.37,4231.06
SHP-11595,Hamburg,Singapore,15712.5,23,20ft_Standard,Perishable_Reefer,6637.1,16.5,Tier_3_Spot,4,1.05,101.3,1.06,5318.29
SHP-11596,Chennai,Rotterdam,11409.6,21,LCL_Consolidated,Automotive,3254.3,5.4,Tier_1_Alliance,5,1.05,94.7,0.92,2769.86
SHP-11597,Busan,Long Beach,9364.3,15,LCL_Consolidated,Electronics,2848.1,12.5,Tier_3_Spot,8,1.25,95.1,1.22,3740.7
SHP-11598,Chennai,Rotterdam,11546.0,22,40ft_HighCube,Hazardous_Chemicals,26122.9,58.7,Tier_1_Alliance,10,1.25,82.1,0.97,11219.95
SHP-11599,Busan,Long Beach,9488.6,13,LCL_Consolidated,Perishable_Reefer,1085.1,3.6,Tier_3_Spot,1,0.9,92.0,0.93,2076.75
SHP-11600,Chennai,Colombo,695.0,5,LCL_Consolidated,General_Dry,3044.4,13.2,Tier_1_Alliance,2,0.9,99.7,1.02,1260.63
SHP-11601,Hamburg,Singapore,15887.3,27,40ft_HighCube,General_Dry,13571.9,59.1,Tier_1_Alliance,2,0.9,105.7,1.4,8496.38
SHP-11602,Shanghai,Rotterdam,19471.6,28,40ft_Standard,Hazardous_Chemicals,9956.8,52.4,Tier_2_Regional,2,0.9,88.7,0.99,7425.5
SHP-11603,Shanghai,Los Angeles,10535.6,13,40ft_Standard,General_Dry,10027.2,59.0,Tier_2_Regional,4,1.05,101.7,1.41,7286.49
SHP-11604,Shanghai,Rotterdam,19426.5,30,40ft_HighCube,Perishable_Reefer,13427.0,58.9,Tier_1_Alliance,11,1.05,91.6,1.05,10417.7
SHP-11605,Singapore,Fremantle,3809.8,8,40ft_HighCube,General_Dry,25554.2,54.1,Tier_1_Alliance,1,0.9,107.0,0.93,4558.38
SHP-11606,Singapore,Dubai,5857.0,9,40ft_Standard,Perishable_Reefer,20276.9,61.6,Tier_1_Alliance,7,1.05,88.9,0.94,6887.62
SHP-11607,Shanghai,Los Angeles,10581.0,16,40ft_Standard,Electronics,8252.2,40.2,Tier_1_Alliance,2,0.9,103.6,1.36,7168.16
SHP-11608,Singapore,Fremantle,3907.2,8,20ft_Standard,Textiles,7699.8,31.8,Tier_1_Alliance,7,1.05,78.2,1.17,3505.51
SHP-11609,Busan,Long Beach,9465.9,16,LCL_Consolidated,Electronics,4399.6,4.8,Tier_2_Regional,9,1.25,80.7,0.94,2725.66
SHP-11610,Tokyo,Los Angeles,8735.4,12,LCL_Consolidated,General_Dry,1530.1,11.0,Tier_2_Regional,12,1.05,72.8,1.3,2560.15
SHP-11611,Singapore,Fremantle,3908.9,10,LCL_Consolidated,Textiles,2541.1,10.4,Tier_1_Alliance,7,1.05,103.0,1.15,2092.18
SHP-11612,Hamburg,Singapore,15803.7,24,20ft_Standard,Hazardous_Chemicals,9770.1,17.6,Tier_1_Alliance,11,1.05,102.3,0.98,6532.9
SHP-11613,Santos,Rotterdam,10169.9,18,20ft_Standard,Perishable_Reefer,18722.1,21.6,Tier_3_Spot,6,1.05,91.4,1.12,5322.04
SHP-11614,Nhava Sheva,New York,14237.3,28,40ft_Standard,Textiles,17411.1,59.6,Tier_1_Alliance,3,1.05,74.6,1.19,7604.39
SHP-11615,Shanghai,Rotterdam,19513.6,30,20ft_Standard,Automotive,12616.7,27.3,Tier_3_Spot,4,1.05,87.5,1.21,6087.55
SHP-11616,Singapore,Dubai,5956.7,9,40ft_Standard,Electronics,23315.7,60.5,Tier_1_Alliance,10,1.25,96.9,1.0,7697.34
SHP-11617,Tokyo,Los Angeles,8786.6,14,40ft_HighCube,Automotive,21670.7,54.2,Tier_2_Regional,10,1.25,84.2,1.28,9210.98
SHP-11618,Tokyo,Los Angeles,8810.7,10,20ft_Standard,Hazardous_Chemicals,11133.5,24.8,Tier_2_Regional,8,1.25,106.6,1.29,7782.59
SHP-11619,Chennai,Rotterdam,11539.1,24,20ft_Standard,Hazardous_Chemicals,7235.1,24.8,Tier_1_Alliance,8,1.25,86.1,0.99,6681.34
SHP-11620,Santos,Rotterdam,10137.4,21,LCL_Consolidated,Hazardous_Chemicals,4011.1,13.6,Tier_2_Regional,2,0.9,97.9,1.24,3871.59
SHP-11621,Chennai,Colombo,649.0,6,LCL_Consolidated,Perishable_Reefer,1174.6,9.5,Tier_3_Spot,7,1.05,90.2,1.27,1693.17
SHP-11622,Shanghai,Los Angeles,10567.4,14,40ft_HighCube,Automotive,13530.8,75.8,Tier_3_Spot,1,0.9,100.5,1.17,6238.76
SHP-11623,Santos,Rotterdam,10204.9,20,40ft_Standard,Textiles,22263.3,46.8,Tier_3_Spot,12,1.05,81.7,0.9,4444.32
SHP-11624,Shanghai,Rotterdam,19551.1,30,LCL_Consolidated,Textiles,1993.4,7.5,Tier_3_Spot,1,0.9,73.1,0.95,2633.22
SHP-11625,Singapore,Dubai,5980.0,10,40ft_HighCube,Hazardous_Chemicals,14521.7,74.0,Tier_2_Regional,7,1.05,88.6,1.09,8449.03
SHP-11626,Shanghai,Los Angeles,10470.6,17,40ft_HighCube,Electronics,14439.2,74.5,Tier_3_Spot,11,1.05,91.2,1.19,7558.81
SHP-11627,Singapore,Dubai,5957.9,10,40ft_Standard,Automotive,24821.7,45.9,Tier_3_Spot,3,1.05,81.4,1.25,6176.3
SHP-11628,Shanghai,Rotterdam,19437.3,29,LCL_Consolidated,Electronics,2250.8,13.6,Tier_2_Regional,3,1.05,86.5,1.2,4826.48
SHP-11629,Busan,Long Beach,9344.5,16,40ft_HighCube,General_Dry,25488.1,74.1,Tier_1_Alliance,2,0.9,92.2,1.09,6380.85
SHP-11630,Shanghai,Rotterdam,19405.1,30,40ft_HighCube,Perishable_Reefer,15838.8,63.9,Tier_3_Spot,8,1.25,99.8,1.04,10898.71
SHP-11631,Singapore,Dubai,5844.8,10,40ft_HighCube,Textiles,12159.6,65.9,Tier_3_Spot,9,1.25,101.7,0.92,5393.66
SHP-11632,Nhava Sheva,New York,14282.8,29,LCL_Consolidated,Electronics,1396.2,12.0,Tier_1_Alliance,6,1.05,93.0,1.03,3697.45
SHP-11633,Chennai,Rotterdam,11417.2,23,40ft_Standard,Perishable_Reefer,9587.7,44.4,Tier_2_Regional,2,0.9,83.8,1.06,6006.28
SHP-11634,Nhava Sheva,New York,14143.3,26,40ft_HighCube,Automotive,24715.7,59.8,Tier_1_Alliance,9,1.25,75.5,1.31,11918.73
SHP-11635,Chennai,Colombo,720.3,2,20ft_Standard,Automotive,20149.2,17.7,Tier_2_Regional,11,1.05,100.9,1.03,2981.36
SHP-11636,Nhava Sheva,New York,14107.0,27,40ft_Standard,Perishable_Reefer,19082.9,65.3,Tier_2_Regional,2,0.9,97.1,1.16,8060.77
SHP-11637,Tokyo,Los Angeles,8712.0,11,LCL_Consolidated,General_Dry,2124.4,4.8,Tier_2_Regional,9,1.25,91.0,1.34,3277.54
SHP-11638,Shanghai,Rotterdam,19480.4,28,40ft_HighCube,Automotive,17489.5,74.6,Tier_2_Regional,10,1.25,90.2,1.31,12298.78
SHP-11639,Chennai,Colombo,657.8,4,40ft_HighCube,Electronics,18868.8,55.5,Tier_1_Alliance,6,1.05,107.4,1.36,7943.31
SHP-11640,Singapore,Dubai,5908.3,11,LCL_Consolidated,Hazardous_Chemicals,4044.2,12.1,Tier_2_Regional,5,1.05,78.4,0.95,2467.05
SHP-11641,Singapore,Fremantle,3982.1,7,LCL_Consolidated,Hazardous_Chemicals,1112.6,12.2,Tier_1_Alliance,1,0.9,73.5,1.31,2586.28
SHP-11642,Shanghai,Rotterdam,19527.8,31,40ft_Standard,General_Dry,10360.3,63.1,Tier_1_Alliance,2,0.9,100.8,1.35,8136.15
SHP-11643,Nhava Sheva,New York,14141.7,27,40ft_HighCube,Perishable_Reefer,19392.2,64.6,Tier_1_Alliance,7,1.05,92.0,0.98,9286.36
SHP-11644,Nhava Sheva,New York,14156.8,27,LCL_Consolidated,Perishable_Reefer,3289.8,10.6,Tier_3_Spot,3,1.05,90.0,1.34,4801.09
SHP-11645,Nhava Sheva,Dubai,2084.6,7,40ft_HighCube,Textiles,12694.7,45.2,Tier_2_Regional,6,1.05,102.5,1.41,6285.6
SHP-11646,Busan,Long Beach,9333.5,14,40ft_HighCube,Electronics,19464.9,70.0,Tier_1_Alliance,3,1.05,97.5,1.32,9880.15
SHP-11647,Nhava Sheva,New York,14247.4,26,20ft_Standard,Electronics,13918.4,30.8,Tier_1_Alliance,11,1.05,72.3,1.04,5430.18
SHP-11648,Nhava Sheva,New York,14111.8,25,20ft_Standard,Automotive,10476.6,23.8,Tier_1_Alliance,4,1.05,97.8,1.13,5585.97
SHP-11649,Chennai,Rotterdam,11506.5,24,LCL_Consolidated,Automotive,891.9,7.5,Tier_3_Spot,3,1.05,104.4,1.14,3070.93
SHP-11650,Shanghai,Rotterdam,19452.1,29,40ft_HighCube,Perishable_Reefer,16820.4,71.7,Tier_1_Alliance,1,0.9,83.7,1.21,10792.41
SHP-11651,Tokyo,Los Angeles,8863.3,13,LCL_Consolidated,Textiles,1584.9,3.2,Tier_3_Spot,1,0.9,91.8,0.98,1638.93
SHP-11652,Chennai,Colombo,742.1,5,40ft_Standard,General_Dry,20374.7,41.3,Tier_2_Regional,12,1.05,98.2,1.38,5527.08
SHP-11653,Santos,Rotterdam,10216.5,18,20ft_Standard,Hazardous_Chemicals,6105.8,25.4,Tier_1_Alliance,10,1.25,104.7,1.0,6622.91
SHP-11654,Hamburg,Singapore,15876.3,23,LCL_Consolidated,Hazardous_Chemicals,4342.4,2.9,Tier_3_Spot,5,1.05,80.5,1.18,4640.95
SHP-11655,Nhava Sheva,Dubai,2179.3,6,40ft_HighCube,Textiles,24208.3,71.5,Tier_1_Alliance,9,1.25,79.3,1.18,7989.7
SHP-11656,Singapore,Dubai,5853.4,9,LCL_Consolidated,Textiles,2583.6,10.9,Tier_3_Spot,8,1.25,79.9,1.32,2598.93
SHP-11657,Singapore,Dubai,5849.4,9,40ft_HighCube,Hazardous_Chemicals,20397.0,74.5,Tier_2_Regional,8,1.25,94.0,1.27,12267.08
SHP-11658,Shanghai,Los Angeles,10578.7,17,LCL_Consolidated,General_Dry,3069.7,7.3,Tier_1_Alliance,3,1.05,74.0,1.01,2407.96
SHP-11659,Singapore,Fremantle,3893.7,11,LCL_Consolidated,Textiles,1464.1,10.5,Tier_1_Alliance,6,1.05,77.0,1.39,2248.97
SHP-11660,Tokyo,Los Angeles,8748.6,11,20ft_Standard,Textiles,5424.9,21.6,Tier_1_Alliance,12,1.05,100.5,1.35,4879.66
SHP-11661,Tokyo,Los Angeles,8737.7,10,20ft_Standard,Hazardous_Chemicals,11801.0,29.6,Tier_3_Spot,11,1.05,103.9,1.16,5652.96
SHP-11662,Tokyo,Los Angeles,8872.7,13,40ft_HighCube,Textiles,22479.8,67.4,Tier_1_Alliance,6,1.05,96.0,1.07,7002.94
SHP-11663,Nhava Sheva,Dubai,2127.5,7,20ft_Standard,General_Dry,3312.1,32.6,Tier_1_Alliance,4,1.05,105.2,1.23,3400.12
SHP-11664,Singapore,Fremantle,3971.0,11,40ft_HighCube,General_Dry,11195.4,70.9,Tier_2_Regional,3,1.05,106.3,1.35,6869.29
SHP-11665,Singapore,Fremantle,3979.7,7,20ft_Standard,Electronics,13389.4,29.0,Tier_3_Spot,12,1.05,105.9,1.28,4227.59
SHP-11666,Santos,Rotterdam,10104.8,19,40ft_Standard,Perishable_Reefer,19767.6,58.5,Tier_2_Regional,4,1.05,74.0,1.32,9291.67
SHP-11667,Chennai,Rotterdam,11515.3,24,20ft_Standard,Electronics,13682.7,16.7,Tier_3_Spot,2,0.9,77.2,0.91,2942.49
SHP-11668,Shanghai,Los Angeles,10546.4,13,40ft_Standard,Electronics,23601.2,64.6,Tier_1_Alliance,8,1.25,86.8,1.29,11046.04
SHP-11669,Shanghai,Los Angeles,10410.7,17,20ft_Standard,General_Dry,9886.5,16.9,Tier_1_Alliance,3,1.05,73.5,1.21,4317.92
SHP-11670,Chennai,Rotterdam,11489.3,23,LCL_Consolidated,Electronics,4664.7,11.0,Tier_1_Alliance,4,1.05,73.3,1.19,3663.06
SHP-11671,Hamburg,Singapore,15776.1,24,20ft_Standard,Textiles,11196.2,30.8,Tier_1_Alliance,5,1.05,100.0,0.94,4652.38
SHP-11672,Singapore,Dubai,5835.2,9,40ft_HighCube,General_Dry,22294.8,64.4,Tier_3_Spot,3,1.05,105.2,1.34,6957.7
SHP-11673,Singapore,Fremantle,3933.0,8,40ft_Standard,Automotive,14760.4,35.5,Tier_2_Regional,10,1.25,79.0,1.34,6828.86
SHP-11674,Shanghai,Rotterdam,19544.3,27,20ft_Standard,Electronics,15005.1,25.7,Tier_3_Spot,3,1.05,100.1,1.2,6457.5
SHP-11675,Chennai,Rotterdam,11555.3,22,LCL_Consolidated,General_Dry,1739.6,7.1,Tier_1_Alliance,6,1.05,91.8,1.17,3117.19
SHP-11676,Hamburg,Singapore,15761.4,24,40ft_Standard,General_Dry,24947.2,63.4,Tier_2_Regional,3,1.05,72.9,1.41,8804.68
SHP-11677,Chennai,Rotterdam,11484.5,23,40ft_Standard,Perishable_Reefer,18035.5,43.9,Tier_1_Alliance,3,1.05,93.6,0.91,7173.46
SHP-11678,Busan,Long Beach,9444.3,12,LCL_Consolidated,Perishable_Reefer,600.7,4.7,Tier_3_Spot,3,1.05,103.0,1.17,3279.82
